ID,month,sku_hash,product_type,product_gender,macro_function,function,sub_function,model,aesthetic_sub_line,macro_material,color,fr_FR_price,en_US_description,target
6302ac23d5cc632640b374fbf07a1b6019aef874_1,1,6302ac23d5cc632640b374fbf07a1b6019aef874,Leather Goods,Women,LG ACCESSORIES,SMALL LEATHER GOODS,CASES / POUCHES,POCHETTE PLATE,EPI,LEATHER,PLATINE,650.0,"This edgy Pochette Plate in shiny metallic Epi leather comes with a fashionnable slot handclasp. When carried, this avant-garde Pochette Plate will adorn your hand with the essential V signature jewel.",205.0
df16d00e8f93b768921e37e5e121e6c2bdd07cba_1,1,df16d00e8f93b768921e37e5e121e6c2bdd07cba,Accessories,Unisex,GIFTING OBJECTS,HOME,FRAMES,CADRE PHOTO SCOTT,SANS LIGNE ESTHETIQUE,PLASTIC,,430.0,"With its eye-catching design in gold and plexiglass, this subtly branded photo frame incorporates lozines and corner pieces from Louis Vuitton's historic trunks. A fun piece, it can also be used as a paperweight on your desk.",172.0
c3937e2ca1220c3884c9713ba1fc688c46227b70_1,1,c3937e2ca1220c3884c9713ba1fc688c46227b70,Leather Goods,Women,LG ACCESSORIES,LEASURE,TECHNICAL CASES,IPHONE FOLIO,MONOGRAM,CANVAS,MONOGRAM,210.0,"In iconic Monogram canvas with a brightly colored lining inspired by the covers of Louis Vuitton City Guides, the iPhone 7 & 8 Folio is as innovative as it is elegant. The functional adhesive surface, naturally integrated into its slim shape, holds the phone securely to protect it from the bumps and knocks of modern life.",1008.0
563b519c862627759f755e0bf7ede113b2421ac6_1,1,563b519c862627759f755e0bf7ede113b2421ac6,Leather Goods,Women,LG ACCESSORIES,SMALL LEATHER GOODS,LONG WALLETS,ZIPPY WALLET,MONOGRAM EMPREINTE,LEATHER,MARINE METAL,815.0,This iconic Zippy Wallet in dark blue comes  with Monogram Flower metallic pins. This  rock'n'roll and edgy companion will keep  your belongings held and organized.  ,612.0
01860d3db3dc5ddc4a1e00c9242564a6ecbf1959_1,1,01860d3db3dc5ddc4a1e00c9242564a6ecbf1959,Accessories,Men,FASHION JEWELRY,BRACELETS,LG BRACELETS,BRACELET IN STEP,DAMIER GRAPHITE,CANVAS,,250.0,"Aficionados of the iconic Damier pattern will appreciate this masculine bracelet, accented with a medal in shiny palladium-finished brass, engraved on one side with LV Initiales and on the other with the Damier “rice grain” motif.   ",131.0
c9e447859f0916af32fb0d7a976d6902c870f901_1,1,c9e447859f0916af32fb0d7a976d6902c870f901,Leather Goods,Women,TRAVEL,SOFT LUGGAGE,SOFT LUGGAGE,KEEPALL,AUTRES TOILES,CANVAS,LAVANDE,3000.0,"The iconic Louis Vuitton canvas is the perfect blank page to express the uniqueness of this Masters Collection’s piece of art. Your iconic travel companion Keepall is twisted with exclusive details: the gold Monogram serti, reflective metallic letters and colored trimmings. An exclusive leather lining embossed, printed and filled with gold tells you more about this unexpected collaboration. ",55.0
a0397fb5f9a55f5ee749a2ee1ca72a0fceef7772_1,1,a0397fb5f9a55f5ee749a2ee1ca72a0fceef7772,Leather Goods,Women,CITY BAGS,DAILY BAGS,CROSS SHOULDER BAGS,SAINT CLOUD,EPI,LEATHER,PRUNE,1350.0,The House’s iconic jeune fille bag gets a timely twist with this Saint Cloud in Epi leather enhanced with modern details such as a playful leather tassel and trendy studs. The daring color combination and contrasting edge-dyeing gives it a joyously youthful feel.,121.0
43487304bd3ebff90a12fc5154b5e7d38a13dae3_1,1,43487304bd3ebff90a12fc5154b5e7d38a13dae3,Leather Goods,Men,LG ACCESSORIES,SMALL LEATHER GOODS,COMPACT WALLETS,PF.COMPACT,UTAH,LEATHER,MARRON,400.0,"Incomparably thin, this sophisticated Compact Wallet is fashioned from a mix of grained and smooth leather with double stitching. It’s compact enough to easily slip in the back pocket of a pair of jeans. ",97.0
8a5740c26a1f67e49805ef7d86218c11bbb53ef5_1,1,8a5740c26a1f67e49805ef7d86218c11bbb53ef5,Accessories,Women,TEXTILES,STOLES,LIGHT STOLES,ETOLE TELLING MONOGRAM,SANS LIGNE ESTHETIQUE,TEXTILE,,545.0,"This colorful stole in soft wool plays with Louis Vuitton's iconic Monogram pattern to create an intriguing blurred effect. It is a fashionable accessory whose generous size gives it a cozy, enveloping feel.",334.0
22733beeffe868623149d512c235611112c750cd_1,1,22733beeffe868623149d512c235611112c750cd,Leather Goods,Men,LG ACCESSORIES,SMALL LEATHER GOODS,TRAVEL ORGANIZERS,DANDY WALLET,EPI,LEATHER,BLEU MARINE,1090.0,"The Dandy Wallet’s ultra-functional design gives you the capacity of a small bag in a wallet. It can be carried under the arm, inside a bag, or by hand for a more sophisticated look thanks to its removable wrist strap.",107.0
8f1d65d55c784b4e0965c1a65f071c7f0c41b848_1,1,8f1d65d55c784b4e0965c1a65f071c7f0c41b848,Accessories,Women,TEXTILES,SQUARES,90 CM SQUARES,CARRE DREAMONOGRAM,SANS LIGNE ESTHETIQUE,TEXTILE,,330.0,"This silk square features an abstract Monogram flower created from a combination of classic and modern Louis Vuitton motifs, including stripes, chains and locks. Timeless and versatile, it can be worn in many different ways.",92.0
d0a748ae3913052f3af7329257fabef8ded2c847_1,1,d0a748ae3913052f3af7329257fabef8ded2c847,Leather Goods,Men,LG ACCESSORIES,SMALL LEATHER GOODS,CASES / POUCHES,POCHETTE JOUR,DAMIER EBENE,CANVAS,EBENE,500.0,"Fashioned in Damier Ebène coated canvas decorated with an exclusive Chapman Brothers illustration of a lion, this clutch is for the modern man looking for a fashionable portfolio with which to transport documents and other daily essentials.",292.0
2ca685c01650019dea3076945f899e059fc3ed87_1,1,2ca685c01650019dea3076945f899e059fc3ed87,Leather Goods,Women,CITY BAGS,DAILY BAGS,HANDBAGS,FLORINE,MONOGRAM,CANVAS,MONOGRAM,1990.0,"With its pure lines and the subtle petal-like curve of its flap, the Florine embodies feminine elegance. This everyday bag, has the perfect size to carry and organise your daily essentials, thanks to its two interior compartments. Very versatile, the Florine can be carried by hand or over the shoulder, with the flap inside or out… As you wish.",189.0
280971d1ead6a1b9a8411e6451fa60be477ed494_1,1,280971d1ead6a1b9a8411e6451fa60be477ed494,Accessories,Men,FASHION JEWELRY,BRACELETS,LG BRACELETS,BRACELET LV INITIALES REV,CUIR TAURILLON,LEATHER,,275.0,"A miniature version of the LV Initials Belt, the LV Initials 14MM Taurillon Reversible Bracelet is timeless and contemporary. Crafted with soft Taurillon leather and the iconic LV Initials buckle, it is reversible to reveal another color.",68.0
157feffd1108fe5a0815d62d97dc52162a0f00cb_1,1,157feffd1108fe5a0815d62d97dc52162a0f00cb,Accessories,Women,TEXTILES,BANDEAU,BANDEAU,BANDEAU AMSTRAMGRAM,SANS LIGNE ESTHETIQUE,TEXTILE,,125.0,"This striking silk bandeau transforms Louis Vuitton's iconic Monogram into a vibrant, graphic pattern, while the rooster motif with its Monogram flower eye is a playful nod to the Chinese New Year.",380.0
75a00d45cbdcbd73b513166763b26567bfd765c6_1,1,75a00d45cbdcbd73b513166763b26567bfd765c6,Accessories,Men,BELTS,ASSEMBLED BELTS,30-35 MM BELTS,CEINT DYNAMO,AUTRES CUIRS,CANVAS,,260.0,"A new take on the trendy Dynamo belt, this casual model's signed and bicolor webbing strap embodies the spirit of effortless cool. The Maison's iconic V Gaston logo adds a nautical touch to a model that coordinates perfectly with this season's shoes.",61.0
7f58aaeeea2b71334d080b1551a49231b479ef28_1,1,7f58aaeeea2b71334d080b1551a49231b479ef28,Leather Goods,Women,CITY BAGS,DAILY BAGS,CROSS SHOULDER BAGS,MONTAIGNE,MONOGRAM EMPREINTE,LEATHER,MARINE ROUGE,2080.0,"With numerous carry options, the Montaigne BB is a compact alternative for businesswomen who don’t wish to carry too much. And of course it looks beautiful in Monogram Empreinte leather. ",398.0
6aeafed0809da34b930f380a7f04e8e110a140b7_1,1,6aeafed0809da34b930f380a7f04e8e110a140b7,Accessories,Men,BELTS,ASSEMBLED BELTS,40 MM BELTS,CEINT LV INITIALES REV,MONOGRAM ECLIPSE,CANVAS,,390.0,"This reversible belt associates the iconic LV Initiales buckle in dark ruthenium with our new Monogram Eclipse canvas. Subtly branded, it is a perfect match for the Maison's leather goods and shoes.",127.0
37cb42e258f5cb923bc4123c3177de15cfb179fb_1,1,37cb42e258f5cb923bc4123c3177de15cfb179fb,Accessories,Men,FASHION JEWELRY,BRACELETS,LG BRACELETS,BRACELET PULL IT,DAMIER GRAPHITE,CANVAS,,300.0,"A revamped version of our iconic Check It model combining Damier canvas on one side and Damier Infini on the other, this new urban and easy-to-wear bracelet will provide a modern twist to any outfit.",177.0
cb7c2a4c229cf83b49bcaaeba0d8584ae3fab715_1,1,cb7c2a4c229cf83b49bcaaeba0d8584ae3fab715,Leather Goods,Women,CITY BAGS,DAILY BAGS,CROSS SHOULDER BAGS,CHAIN-IT,MONOGRAM,CANVAS,MONOGRAM,1920.0,"Inspired by the architectural spirit of the show, the Chain-it bag features sleek lines and flawless design. Statement chain embellishment, with characteristic nautical inspired design, reminds of Louis Vuitton’s travel DNA, while its bold and smart closing system unveils a central button with LV circle signature. Seen on the runway, this exclusive shape is set to become one of the most exciting pieces of the season. A fashionable take on iconic Monogram canvas.<p><p>Availability is limited. Shop for the holidays now.",724.0
0e2697df247bfb1c6b85a4b20fef04c4acea251c_1,1,0e2697df247bfb1c6b85a4b20fef04c4acea251c,Leather Goods,Women,LG ACCESSORIES,SMALL LEATHER GOODS,LONG WALLETS,PF.SARAH,MONOGRAM,CANVAS,MONOGRAM,545.0,"This envelope style Sarah wallet combines an exterior in Monogram canvas with an ingeniously designed interior featuring a variety of pockets and credit card slots. The adorable polar bears, playing with iconic Louis Vuitton trunks and luggage, transform this classic Sarah Wallet into a stylish object of whimsy.",734.0
3f019734e6f5fc0295ac7f944ba3d4b5609564aa_1,1,3f019734e6f5fc0295ac7f944ba3d4b5609564aa,Leather Goods,Women,CITY BAGS,DAILY BAGS,HANDBAGS,CAPUCINES,CAPUCINES,LEATHER,NOIR,4250.0,"Fashioned from Taurillon leather with precious python leather pads on its four corners as well as its handle, this already emblematic bag takes on added allure. The Capucines PM comes with a removable shoulder strap for casual shoulder or cross-body wear.",73.0
2108b34608d08ce278e32a29f1172de80e68464d_1,1,2108b34608d08ce278e32a29f1172de80e68464d,Accessories,Women,FANCY ACCESSORIES,BAG CHARMS,BAG CHARMS,BAG CHARM BB STRIPES FLOWERS,SANS LIGNE ESTHETIQUE,NON PRECIOUS METAL,,250.0,This elegant bag charm combines Louis Vuitton's iconic Monogram flowers with graphic stripes inspired by those used to personalize the historic trunks. Its BB size makes it the perfect complement to BB bags and small leather goods.,113.0
0882349efffacc09772793a277de41375f440297_1,1,0882349efffacc09772793a277de41375f440297,Accessories,Men,TEXTILES,STOLES,WINTER STOLES,ETOLE MERCURIAL,SANS LIGNE ESTHETIQUE,TEXTILE,,375.0,"Ideal for mid-season, this versatile wool and silk stole combines the iconic Monogram pattern with stripes in muted colors for a fashionable vintage look.",94.0
a6c51d97786f5015f1a7dc784596f05661e8d70d_1,1,a6c51d97786f5015f1a7dc784596f05661e8d70d,Leather Goods,Women,CITY BAGS,DAILY BAGS,SHOULDER BAGS,SPEEDY BANDOULIERE,EPI,LEATHER,NOIR JAUNE ROUGE,1850.0,"For Cruise 2017, Iconic Speedy 30 has been refreshed with ""Louis Vuitton Race"" colors & mix of emblematic signatures : Epi grain, iconic Damier & Louis Vuitton statement logo. A bold & fashion print on versatile Speedy 30 with strap shape, for a flashy & sporty resort look.",139.0
db22086ecf7a5a25a25bc085c3c7ba31d793e46e_1,1,db22086ecf7a5a25a25bc085c3c7ba31d793e46e,Accessories,Women,TEXTILES,SQUARES,70 CM SQUARES,CARRE HAPPY MONOGRAM,SANS LIGNE ESTHETIQUE,TEXTILE,,250.0,"The Happy Monogram silk square is printed with a modern, multi-colored interpretation of the iconic Monogram pattern. Ideal as a gift, it can be worn in different ways to express your personal style.",125.0
9ae9da2d23c21cc01e10dd1d7214afebf568a85b_1,1,9ae9da2d23c21cc01e10dd1d7214afebf568a85b,Accessories,Women,TEXTILES,SQUARES,90 CM SQUARES,CARRE GEANT SHADOW MONOGRAM,SANS LIGNE ESTHETIQUE,TEXTILE,,460.0,"Woven with the Monogram pattern in a subtly contrasting shade to create an intriguing ""shadow"" effect, this giant silk square will bring a modern, feminine touch to any look.",62.0
94e8087c674727343d82cd775b2bfef92c39c2f1_1,1,94e8087c674727343d82cd775b2bfef92c39c2f1,Accessories,Women,TEXTILES,SQUARES,70 CM SQUARES,CARRE HAPPY MONOGRAM,SANS LIGNE ESTHETIQUE,TEXTILE,,250.0,"The Happy Monogram silk square is printed with a modern, multi-colored interpretation of the iconic Monogram pattern. Ideal as a gift, it can be worn in different ways to express your personal style.",119.0
da9a4770797fd526d24c3f269725447250d4dc92_1,1,da9a4770797fd526d24c3f269725447250d4dc92,Accessories,Women,FASHION JEWELRY,BRACELETS,LG BRACELETS,BRACELET PETITE MALLE,MONOGRAM,CANVAS,,300.0,This feminine model is adorned with a delicate enameled charm in the shape of our iconic Petite Malle on a sophisticated bi-color double strap. It is also available in Monogram canvas strap.,98.0
ac00048720927bf22fc10eff12c67b08d4bbeb3e_1,1,ac00048720927bf22fc10eff12c67b08d4bbeb3e,Leather Goods,Women,CITY BAGS,EVENING BAGS,EVENING BAGS,LOVE NOTE,AUTRES CUIRS,LEATHER,NOIR,1380.0,"The ideal evening companion, the Soft clutch in sensual calf leather combines style and convenience. Its supple, body-friendly shape is enhanced by emblematic Louis Vuitton details: an LV turn-lock closure and removable nautical-inspired chain. ",508.0
a6faae5f2f720e3f4d8a07f5e9aa0fb5b64147df_1,1,a6faae5f2f720e3f4d8a07f5e9aa0fb5b64147df,Leather Goods,Women,CITY BAGS,DAILY BAGS,SHOULDER BAGS,NEONOE,MONOGRAM,CANVAS,MONOGRAM,1140.0,"Designed in 1932 to transport bottles of Champagne, the Noé returns for Spring 17 as the Néonoé, an on-trend bucket bag in supple Monogram canvas with colorful calf-leather accents and an adjustable strap that lengthens for a modern, cross-body carry.  <p><p>Availability is limited. Shop for the holidays now.",2829.0
cd4946d2fb5e0ef7ddcc731f33991ed68c3f1f28_1,1,cd4946d2fb5e0ef7ddcc731f33991ed68c3f1f28,Leather Goods,Men,BUSINESS,BUSINESS BAGS,COMPUTER CASES,ICARE,DAMIER GRAPHITE,CANVAS,GRAPHITE,1790.0,"Ideal for the business traveler, the Icare in Damier Graphite canvas with the classic leather nametag and iconic stripes gives you that timeless briefcase style. It’s ultra-functional with numerous compartments for a laptop, files and even some clothes. The removable Horizon strap means it fits perfectly on the Horizon luggage for hands-free travel.",135.0
c078bd7d16727d6b959b5eb34de61bf619e5643e_1,1,c078bd7d16727d6b959b5eb34de61bf619e5643e,Leather Goods,Men,LG ACCESSORIES,SMALL LEATHER GOODS,TRAVEL ORGANIZERS,COUVERTURE PASSEPORT,MONOGRAM ECLIPSE,CANVAS,ECLIPSE,225.0,"The essential accessory for the modern traveller, this passport cover in coated canvas combines style with practicality. It boasts four credit card slots and two flying pockets for easier access to your passport.",878.0
e04098d5f3add3d9f721aea871c7a4e847efa66c_1,1,e04098d5f3add3d9f721aea871c7a4e847efa66c,Leather Goods,Men,LG ACCESSORIES,SMALL LEATHER GOODS,COMPACT WALLETS,PF.PINCE,DAMIER GRAPHITE,CANVAS,GRAPHITE,265.0,"Crafted from masculine Damier Graphite canvas, the extra-flat Pince Wallet easily slips into a jacket or trouser pocket. Its functional design features an articulated clip to hold tickets and notes.",695.0
0bbe6b732f0526ed5761db322828f7931b5e97ae_1,1,0bbe6b732f0526ed5761db322828f7931b5e97ae,Leather Goods,Men,LG ACCESSORIES,OPTIONAL ACCESSORIES,OPTIONAL STRAPS,BANDOULIERE,CUIR TAURILLON,LEATHER,NAVY,420.0,"A genuine fashion accessory, this bandoulière strap will turn any bag into an object of desire. True to the codes of the House, the craftsmanship pays tribute to Louis Vuitton’s heritage of fine leatherwork.",62.0
f30e73cb04536cdabe2dae8054285fe7827f174f_1,1,f30e73cb04536cdabe2dae8054285fe7827f174f,Leather Goods,Women,CITY BAGS,DAILY BAGS,BACKPACKS,SORBONNE,MONOGRAM EMPREINTE,LEATHER,CERISE,1820.0,"Trendy and elegant, the Sorbonne perfectly incarnates Louis Vuitton’s tradition of “travelling with style”. Its urban yet feminine design, small size and flawless functionality will make it your go-to bag for everyday life.",92.0
7dec322dcb1d5f364486bec9824ad8e23e274008_1,1,7dec322dcb1d5f364486bec9824ad8e23e274008,Leather Goods,Women,CITY BAGS,EVENING BAGS,EVENING BAGS,LOVE NOTE,AUTRES CUIRS,LEATHER,NOIR,1580.0,"With 120 silver LV studs in two different sizes, this hypnotic Love Note is a stylish tribute to the House’s trunk making heritage. Its supple, body-friendly shape is complemented by emblematic details: the LV turn-lock closure and a removable nautical chain. ",209.0
90fae50d2e5a3056beaf2ac5b42df20b66dcd3b0_1,1,90fae50d2e5a3056beaf2ac5b42df20b66dcd3b0,Leather Goods,Women,LG ACCESSORIES,SMALL LEATHER GOODS,CASES / POUCHES,POCHETTE PLATE,AUTRES TOILES,CANVAS,VENUS,1200.0,"The iconic Louis Vuitton canvas is the perfect blank page to express the uniqueness of this Masters Collection’s piece of art. For the collaboration, the House developed a stylish solution to organize daily essentials. The flat pouch perfectly wears gold Monogram serti, reflective metallic letters and colored trimmings. A new chain has been created to enable to wear the pouch outside as inside a bag. An exclusive leather lining embossed, printed and filled with gold tells you more about this unexpected/surprising collaboration.  ",355.0
10638f03f890c0bde047fda3b70404b48740abfb_1,1,10638f03f890c0bde047fda3b70404b48740abfb,Leather Goods,Men,LG ACCESSORIES,SMALL LEATHER GOODS,CASES / POUCHES,POCHETTE JOUR,CUIR TAURILLON,LEATHER,NOIR,710.0,"The LV Circle that adorns this Pochette Jour GM evokes Louis Vuitton’s first travel trunks, decorated at the time with this distinctive mark. Big enough to fit A4 documents, it can be used as a bag inside a bigger bag or hand-carried for a modern, and trendier look. ",115.0
